Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Dt_Customer_year,Income,Age,Divorced,Married,Single,Together,Widow,2n Cycle,Basic,Graduation,Master,PhD,AUS,CA,GER,IND,ME,SA,SP,US
1,1,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,2012,46904.0,53,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,2012,37760.0,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,2012,37760.0,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,2012,61839.0,56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,2014,29791.0,48,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2014,48918.0,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2014,48918.0,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,2014,58692.0,55,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,2014,39356.0,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,2014,76234.0,48,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,2013,55434.0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,2013,66835.0,74,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,2013,66835.0,74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,2013,71965.0,69,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,2013,74538.0,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,2013,50002.0,66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,2013,53977.0,62,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,2013,53977.0,62,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,2013,69930.0,49,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,2013,62981.0,53,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,2013,46014.0,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,2012,18227.0,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,2012,65991.0,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,2012,38808.0,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,2012,160803.0,38,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,2014,43783.0,42,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,2014,30396.0,51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,2014,65526.0,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,2014,65526.0,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,2014,55956.0,76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,2014,55563.0,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,2014,57236.0,55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,2013,89694.0,47,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,2013,57420.0,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,2013,33622.0,48,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,2013,29999.0,34,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,2012,31497.0,58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,2012,31497.0,58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,2014,36802.0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,2014,61671.0,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,2014,60182.0,127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,2014,29732.0,49,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,2014,45921.0,34,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,2014,16529.0,36,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2014,98777.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2014,98777.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,2014,77027.0,68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,2014,69139.0,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,2014,69139.0,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,2014,65169.0,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,2013,40049.0,68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,2013,69755.0,75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,2013,40185.134146341465,59,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,2013,54456.0,59,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,2013,62653.0,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,2013,60689.0,69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,2013,26487.0,42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,2013,28164.0,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,2013,22585.0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,2013,64795.0,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,2013,42000.0,33,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,2013,42000.0,33,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,1,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,2012,70713.0,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,2012,82800.0,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,2012,82800.0,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,2012,30801.0,45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,2014,83891.0,46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,2014,38054.0,70,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,2014,14045.0,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,2014,44155.0,63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,2014,57642.0,50,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,2013,31353.0,43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,2013,31353.0,43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,2013,41335.0,52,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,0,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,2013,41335.0,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,2013,40737.0,63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,2013,19789.0,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,2013,35946.0,71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,2013,36262.0,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,2013,44551.0,66,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2013,71367.0,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2013,71367.0,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,2013,57957.0,61,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,2013,50334.0,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,2013,48150.0,71,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,2013,56796.0,51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,2013,56796.0,51,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,2013,52278.0,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,2013,52278.0,57,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,2012,7500.0,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,2012,33444.0,68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,2012,20895.0,47,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,2012,37509.0,44,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,2012,88097.0,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,2014,59041.0,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,2014,43322.0,46,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2014,46015.0,65,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2014,46015.0,65,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,2014,34242.0,61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,2014,65210.0,65,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,2014,50520.0,62,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,2014,90765.0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,2014,80589.0,76,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2013,49572.0,62,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,2013,75437.0,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,2013,44635.0,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,2013,58512.0,56,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,2013,62000.0,68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,2013,54252.0,64,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,2013,45068.0,46,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,2013,60474.0,41,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,2013,60474.0,41,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,2013,56337.0,39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,2013,22434.0,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,2013,61416.0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,2012,92163.0,45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,2012,58656.0,64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,2012,32898.571180555555,47,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,2012,8940.0,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2014,26751.0,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2014,71427.0,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,2014,26646.0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,2014,19346.0,46,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,2013,56243.0,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,2013,59892.0,50,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,2013,71613.0,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,2013,25252.0,34,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,2013,42160.0,45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,2013,15862.0,41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,2013,82584.0,46,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,2013,38360.0,31,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,2,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,2013,75283.0,63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,2013,34941.0,64,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,2013,61823.0,68,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,2012,90226.0,64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,2012,44989.0,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,2012,44989.0,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,2012,43586.0,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,2012,32233.0,46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,2012,62882.0,51,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,2014,57288.0,57,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,2014,75774.0,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,2014,75774.0,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,2014,90247.0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,2014,32218.0,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,2014,84219.0,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,2014,84219.0,32,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,2014,48877.0,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,2013,60905.0,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,2013,75236.0,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,2013,62551.0,67,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,2013,70123.0,37,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,2013,50785.0,58,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,2013,15315.0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,2013,15315.0,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,2013,64413.0,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,2013,87171.0,39,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,2013,30081.0,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,2013,20180.0,44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
